TransactionID,Date,MobileModel,Brand,Price,UnitsSold,TotalRevenue,CustomerAge,CustomerGender,Location,PaymentMethod,Storage in GB,RAM in GB,Display Size
69fad209-6c1e-4ea7-9da6-46053b761f3a,31-01-2024,OnePlus Nord 2T,OnePlus,1237.37,27,80877.2,37,Male,New Susan,Credit Card,512,24,6.4
10991579-2c92-4a8f-b98c-3b7df2ce7fcf,30-05-2024,Xperia 10 V,Sony,811.73,62,91113.25,41,Female,Port Nancyborough,Online,1024,4,6.1
74abb176-6ca5-45a2-9e7b-7e91c98aea78,13-05-2024,A78 5G,Oppo,422.33,80,37244.48,63,Male,New Jessicatown,Cash,64,8,6.7
975126b2-9aa0-471d-98e6-96da12bec7c3,19-01-2024,Redmi K60,Xiaomi,312.37,84,29250.67,39,Other,Meganborough,Credit Card,16,12,6.1
476e0069-fd66-4bb4-b68d-673ac4e3a141,07-01-2024,Redmi K60,Xiaomi,1370.68,67,37928.58,35,Female,South Jessica,Online,1024,8,6.7
56ad37f3-bb16-4f08-90ba-140b27eebd4a,01-07-2024,Poco X5 Pro,Xiaomi,1245.2,81,59695.92,34,Female,Thomasfort,Cash,1024,12,6.1
5bad4d24-060c-4374-9855-fc134cbb0bef,15-04-2024,Y22 5G,Vivo,423.8,40,104364.75,48,Other,Brianton,Debit Card,32,18,6.9
1f608363-d36d-4402-b4ea-2506fc8ad3fe,03-06-2024,Galaxy Z Fold5,Samsung,1141.1,85,15373.26,47,Female,Port Kelly,Online,32,16,6.9
0f7be3d2-9fb3-47e6-9c3d-92aeb383dc0a,01-02-2024,Realme Narzo 50,Realme,518.67,80,11151.36,64,Male,East Michaelstad,Credit Card,128,18,6.9
88a51a73-0064-4e60-b174-bf54b3576ed5,24-07-2024,Redmi K60,Xiaomi,409.35,3,100782.75,55,Other,West Jennifer,Credit Card,256,24,5.5
8ab2b47f-1032-47ac-8be9-c96a5d8f77e5,15-03-2024,Y22 5G,Vivo,809.43,8,5783,20,Male,Williamsburgh,Online,64,8,6.7
5a5ebad6-dab7-4388-9961-411136b68e27,24-01-2024,Pixel 8 Pro,Google,1256.1,90,25697.72,26,Other,South Benjamin,Cash,1024,24,6.9
6eb173bb-59a5-4e8b-a2bd-c974ef076134,17-04-2024,Reno8 Pro,Oppo,782.21,81,22860.8,31,Other,Port Rachelberg,Credit Card,1024,16,5.5
bc96e2cb-0ca7-4eb6-a698-acb8e6f1577c,15-06-2024,Razr 2023,Motorola,122.76,8,78188.49,28,Female,Marissaville,Cash,16,12,6.7
6037afa7-ad38-48f9-a89a-8751225d8471,27-04-2024,Xperia 10 V,Sony,1345.71,53,36468.77,19,Female,Davidmouth,Credit Card,128,16,6.1
5936ab1a-4d81-4a61-9192-070ca7ef66f2,24-07-2024,iPhone 14 Pro,Apple,1273.26,9,13790.56,31,Female,New Benjaminview,Online,256,4,5.5
de89421a-9aaa-4405-ac88-1a9cf27e759e,09-02-2024,Galaxy S22 Ultra,Samsung,1352.3,68,60232.5,62,Other,Rhondaland,Online,128,16,6.4
2c093754-c464-4c40-a938-0db029bf05ff,29-05-2024,Pixel 7,Google,413.08,72,18931.5,55,Female,East Willie,Credit Card,512,4,5.5
bfb6d335-4035-4224-90fc-f75d0dc6109c,11-07-2024,A78 5G,Oppo,141.32,95,48936.55,33,Male,Mcneilside,Credit Card,256,16,5.5
6dbfd9dd-7b8d-42c5-9976-c003fda4d172,23-04-2024,Pixel 8 Pro,Google,998.82,89,67369.44,40,Male,Ashleybury,Online,1024,4,6.7
348fb25e-d4dc-4748-8db3-f1998e931e69,08-02-2024,Pixel 6a,Google,1136.87,17,32729.76,39,Male,Christensenstad,Debit Card,1024,8,6.1
b41b7729-d5b4-447d-a723-5f1113e834f8,27-01-2024,Mi 11,Xiaomi,251.06,64,82388.89,57,Male,Vincentton,Online,256,24,6.4
b7db77db-9899-4f2b-a0bc-61929bd1e046,09-01-2024,Xperia 10 V,Sony,960.48,39,78794.1,39,Female,West Stephanie,Credit Card,1024,24,6.9
ad3d08cb-0802-4319-b0b6-920d513eef3b,21-04-2024,Pixel 6a,Google,959.18,60,22439.35,40,Other,Lake Brandytown,Credit Card,64,18,6.9
7d4ca499-dae4-4596-840a-8febe483356a,03-06-2024,Realme Narzo 50,Realme,1158.35,32,16447.95,51,Male,Simonbury,Online,256,24,5.5
eb576501-bb6d-4acf-bd3e-1bf95320738d,06-07-2024,Xperia 10 V,Sony,682.66,74,11304.04,47,Female,South Lorifort,Debit Card,128,12,6.7
b0a25cb1-9098-4721-9c6d-f4da0b93d7d0,27-04-2024,iPhone SE (2022),Apple,281.6,66,21167.52,43,Other,East Mario,Online,256,16,6.7
93995cc4-4535-40b3-9ba0-f1a2b5f89f0f,14-06-2024,Pixel 7,Google,464.51,67,62075.44,52,Other,North Cameron,Debit Card,1024,18,6.9
93960721-1c17-481f-b046-16832ea0735f,25-03-2024,OnePlus 10 Pro,OnePlus,1262.78,6,47381.76,44,Female,Blackmouth,Credit Card,64,12,6.4
39f18196-f2ca-4bce-bcea-d59214ef17aa,16-01-2024,iPhone 13,Apple,806.17,55,6951.3,32,Male,South Christopher,Debit Card,64,12,6.1
ee81d569-cce5-4651-9b8d-de1990ccc5f7,29-04-2024,iPhone 13,Apple,448.12,26,6481.51,42,Male,East Jacobburgh,Credit Card,512,4,6.4
f5598f5d-a410-4953-aa55-f02c4206c890,14-04-2024,iPhone 14 Pro,Apple,505.85,40,3112.11,32,Male,East Nicholas,Credit Card,128,24,6.1
49ee7bcb-01a3-4c71-9273-49d4afd465a4,01-03-2024,Find X5,Oppo,1285.81,82,27464.7,44,Female,Port Williamshire,Online,32,8,6.9
b942b3b3-537a-464d-bf2d-55a27576977c,14-05-2024,Edge 40,Motorola,1243.41,70,7728.35,57,Other,Harperstad,Debit Card,32,8,6.1
1593f027-9cc6-442a-86e5-573651d5baf3,25-04-2024,Xperia 10 V,Sony,850.08,36,20341.64,20,Other,West Chadburgh,Credit Card,256,18,6.7
91ff54e8-ca22-443a-a2bd-0a12a40a0c05,28-02-2024,Razr 2023,Motorola,1039.85,79,123975.88,62,Female,Port Lisa,Cash,512,8,5.5
713aefc6-d6e8-4b47-bd27-2cd6f93bb1f8,10-01-2024,OnePlus 10 Pro,OnePlus,842.01,78,10106.11,64,Female,North Melissamouth,Cash,16,16,5.5
6e17deff-b435-4fd1-afb9-27aff2155c4d,01-02-2024,Galaxy M14,Samsung,1368.15,66,135157.83,46,Female,Barronborough,Debit Card,256,8,6.9
7ebd3c9c-21a9-48d4-802b-50b2ae3d74e6,25-07-2024,Mi 11,Xiaomi,1358.1,83,30654,40,Other,New Christina,Credit Card,512,18,6.7
670f78f5-7bc9-4906-aa60-d55946689c30,19-05-2024,Galaxy M14,Samsung,1150.87,29,82840.96,49,Male,Lake Laura,Cash,128,8,6.4
67612b0c-18b5-4200-b063-3695a55153b0,05-01-2024,Xperia 5 III,Sony,132.64,32,95299.12,50,Other,Abigailstad,Credit Card,128,16,6.7
806c0da1-0124-4543-b57a-db889254de76,05-03-2024,Redmi Note 12,Xiaomi,580.86,83,3486.21,63,Other,North Georgeside,Cash,128,4,5.5
65faa24c-70cb-4f67-8b9f-b2ca4b19d8e6,06-07-2024,Pixel 8 Pro,Google,1276.9,51,5840.64,50,Male,Timothyburgh,Online,128,18,5.5
90857412-c0ac-4805-93be-2e68dbfe1cd8,09-07-2024,Galaxy A34,Samsung,1119.15,25,88626.24,21,Male,Williamsstad,Cash,128,4,6.7
ef960d3e-80c7-4eac-b0a6-dfa39b3d06a8,10-03-2024,Xperia 1 IV,Sony,213.05,36,6046.22,63,Female,Port Jennifer,Cash,512,4,6.7
43f15613-86fd-4e47-b9eb-ab3624e4fe22,04-03-2024,Realme Narzo 50,Realme,574.12,49,83887.86,63,Female,Kempborough,Online,512,4,5.5
efa7d46c-0a88-49d9-bf20-31a1e0e83d04,18-06-2024,Galaxy M14,Samsung,178.98,53,4056.4,58,Male,Washingtonfurt,Credit Card,64,12,6.4
0c520dd7-c8b0-49ab-883f-fd48f3cd6603,29-06-2024,Moto G Power,Motorola,1064.72,15,98794.42,50,Female,North Doris,Cash,32,24,6.9
99289813-a5e9-4d86-a7bd-a091705d6c59,21-03-2024,Pixel 6a,Google,763.9,90,59466,48,Other,Leonton,Cash,1024,12,6.9
d18acfcc-76b3-444c-9fd6-98d7c1832f0c,18-05-2024,Realme 11 Pro+,Realme,1239.52,68,31463.25,53,Other,Meyerland,Debit Card,128,24,6.7
b34a019f-6b7d-456c-8c66-cdc3e5fb6fd1,21-07-2024,Find X5,Oppo,1123.8,1,68359.5,23,Male,New Victoria,Cash,16,4,6.9
16960cd1-2989-4ae0-97e1-47db52d5e944,25-02-2024,iPhone SE (2022),Apple,975.91,11,101627.98,43,Other,Joelside,Debit Card,1024,18,5.5
99ea4ef2-dca1-42ce-9d65-99314b4bc2a2,10-06-2024,Realme Narzo 50,Realme,627.75,78,19068.8,51,Male,South Leslie,Online,512,24,5.5
bba99356-b0d9-4337-8659-880f9d219a66,15-01-2024,iPhone 15,Apple,896.28,74,49752.32,48,Female,Anitaland,Online,16,16,6.7
d4232358-4360-47ac-9b47-ca5a33649e72,08-03-2024,Find X5,Oppo,180.15,50,67430.7,54,Other,Brownhaven,Online,16,16,6.7
2b5b4061-7c12-486a-8c74-5ecf8dcf8dd7,04-02-2024,Redmi K60,Xiaomi,1493.63,7,11973.2,30,Other,Port Matthewborough,Debit Card,16,8,6.7
75925e57-1225-49be-adc3-80d720faffa0,08-01-2024,Y22 5G,Vivo,1128.07,31,14147.84,36,Male,Ibarrabury,Credit Card,64,24,6.4
eb9b679b-f20f-4c48-b3c8-213215f0c371,10-02-2024,Redmi Note 12,Xiaomi,177.94,75,80244.08,42,Other,East Crystal,Cash,512,18,6.9
5ff0beb0-db46-484e-a043-f81d64667adf,05-06-2024,Galaxy Z Flip5,Samsung,920.56,93,32203.6,58,Other,Parkerhaven,Debit Card,16,12,6.7
c17792ae-d323-4d3a-a640-749d7fe6e5de,05-05-2024,Xperia 1 IV,Sony,818.84,58,9343.44,23,Female,Mariabury,Credit Card,128,4,6.1
96845a93-75b3-4a60-b213-201181842f96,16-04-2024,Moto G Power,Motorola,1360.71,84,65262.78,29,Female,Snowfurt,Online,256,8,6.1
41639dd8-855f-4c88-95aa-7e805fa6b6ea,04-07-2024,X90 Pro,Vivo,550.72,91,19900.5,23,Male,Port Sarah,Debit Card,16,16,5.5
2e531f19-941b-4e8c-83db-16ba3e5eca52,22-06-2024,X90 Pro,Vivo,927.54,33,11307.2,20,Male,Chaneyberg,Credit Card,64,12,6.9
7278319c-f4ff-4957-8747-de5d8c4fb0b2,04-04-2024,OnePlus Nord 2T,OnePlus,114.6,34,5227.36,34,Male,Chavezhaven,Credit Card,1024,12,6.7
627b0d33-3c34-4dce-b71d-ed9f4501a2a9,15-01-2024,Reno8 Pro,Oppo,959.13,24,37887.73,43,Male,Michaeltown,Cash,512,4,6.1
6b8a98dc-b9c0-44e3-94da-b6a298984061,24-03-2024,OnePlus 11,OnePlus,646.09,89,12122,40,Other,Williammouth,Online,64,24,6.9
aa66e1cd-70ee-4ce1-a3f1-d4282e2b670f,23-03-2024,iPhone 13,Apple,249.67,14,27016.29,54,Female,North Amy,Debit Card,16,16,5.5
6861c654-0b7c-4f89-9800-ba2139474e9a,13-07-2024,OnePlus 11,OnePlus,826.54,92,2752.54,35,Male,Davisland,Debit Card,512,18,6.4
2950ee27-d120-4778-b606-11180541ee88,22-04-2024,Galaxy Z Flip5,Samsung,1411.76,39,51619.05,36,Other,New Shannonport,Online,256,12,6.9
ce868ecb-e271-4b6d-ab3a-ce32f22cc95c,15-04-2024,A78 5G,Oppo,212.78,73,21183.48,43,Female,Mckinneyland,Debit Card,16,4,6.9
a9973ffe-e4ec-40ba-912d-f3275a8cd0bf,31-01-2024,Razr 2023,Motorola,501.45,43,23275.8,33,Male,New Kyle,Online,64,18,6.4
fa38ff59-072e-41ab-b9b3-946fdb8c02a4,08-01-2024,iPhone 13,Apple,981.39,57,72410.03,38,Female,Lebury,Cash,32,24,6.9
0b2038fe-3514-4341-984e-c9fafd24a1a5,31-03-2024,Xperia 10 V,Sony,429.75,21,2193.45,42,Male,East Sarahhaven,Credit Card,128,16,5.5
d3007fd2-b6fc-4d81-9b85-8b6d5acedf5f,22-06-2024,Redmi K60,Xiaomi,759.37,61,33360.67,18,Male,Smithport,Debit Card,1024,24,5.5
5633dd9e-0ad3-455e-8b00-7236c2379e1b,25-07-2024,Edge 40,Motorola,1485.6,68,51970.4,47,Female,Michaelland,Credit Card,64,12,6.4
56dbc213-6328-4647-ba24-251ee088c5d0,05-05-2024,Pixel 8 Pro,Google,867.3,68,13649.94,63,Male,South Aaronview,Debit Card,512,18,6.7
5f34a754-1177-49b2-b5fb-44eb890040eb,21-02-2024,OnePlus 10 Pro,OnePlus,164.03,76,21730.4,37,Other,Kingfort,Debit Card,16,18,6.1
2b5d9df6-2ee7-4aee-b38d-d5f498b98d3b,06-05-2024,A78 5G,Oppo,992.06,93,13230.08,52,Male,Port Michael,Online,128,18,6.7
faa3e726-8792-4560-8b2f-82d146d28088,11-01-2024,Galaxy A34,Samsung,942.27,36,44021.01,50,Other,Lake Jessica,Debit Card,16,12,6.9
bbfee908-63f4-4369-9dbc-8fb6dd24b688,12-01-2024,iPhone 14 Pro,Apple,609.95,34,75107.67,57,Female,Johnstonfort,Credit Card,512,12,6.1
3d1ee727-64ff-4d0d-a058-12fe9ea64176,06-04-2024,Y22 5G,Vivo,1458.61,25,8000.85,34,Other,Hardyville,Online,16,24,6.4
b39ecb5c-062b-4c87-ae77-e75b20957ba5,03-05-2024,X90 Pro,Vivo,1171.07,80,72145.19,61,Female,Zhangstad,Cash,32,8,6.4
a12151bc-c99f-40e4-a530-fefe4e80cc74,01-06-2024,Xperia 1 IV,Sony,894.1,7,61631.46,53,Other,Morrischester,Cash,128,24,6.1
4a6131e4-c804-48ef-9a05-3ba9aa8630e7,24-04-2024,Pixel 6a,Google,154.91,3,37240.06,49,Male,Allenhaven,Debit Card,128,16,5.5
8ad0efdf-b3be-4a5f-b2d4-f817a1b9ffd3,22-01-2024,Xperia 10 V,Sony,382.59,46,7131.96,32,Male,New Kenneth,Online,512,4,6.1
4c5538ff-2daa-44a9-8e01-ddaadb865227,25-06-2024,Find X5,Oppo,1347.33,13,11139.93,55,Male,West Jodi,Credit Card,1024,18,6.9
d3be5eda-fcef-4578-8ded-4d66a517ebae,10-06-2024,Redmi Note 12,Xiaomi,454.88,86,7375.83,63,Male,Milesville,Debit Card,32,8,5.5
09172814-b2b6-4732-9043-4821bf95df18,24-06-2024,OnePlus 10 Pro,OnePlus,1481.19,24,17456.45,45,Other,Lake Oliviaville,Debit Card,64,4,6.4
8ae30ce2-3e1a-4225-b227-711200365273,02-01-2024,Pixel 6a,Google,1164.44,76,3946.14,54,Other,South Jeremyfort,Online,16,8,6.1
fbb8c484-f4e5-408b-8d25-6ad2e160452b,12-02-2024,Galaxy Z Flip5,Samsung,1409.33,5,4178.4,54,Female,Smithfurt,Cash,256,24,6.7
70e0ce1a-e29b-4077-b397-a30a04d23eb9,15-04-2024,Xperia 1 IV,Sony,189.14,94,8071.26,51,Female,Port Angelahaven,Credit Card,16,12,6.7
c1b09936-7b2b-4a6c-840d-de0acccb15c6,09-05-2024,Redmi K60,Xiaomi,595.16,99,55089.93,19,Female,North Heather,Credit Card,16,18,6.9
03a59365-5cac-4764-8e3c-dd0214000e9b,03-01-2024,iPhone 15,Apple,1185.69,72,76989.42,57,Other,North Anthonymouth,Online,64,24,6.7
958e721e-00d8-4835-8c0b-17d95d479490,02-05-2024,A78 5G,Oppo,373.46,63,89134.12,63,Male,Crystalville,Cash,16,4,6.1
6fcb8543-ec61-48a9-a4fa-a19323098acc,18-04-2024,Vivo V27,Vivo,794.72,10,686.77,31,Female,South Sharon,Debit Card,32,4,6.1
dea2020b-7b8d-4f9d-93a9-6e789e229434,14-04-2024,Xperia 5 III,Sony,1045.12,90,84618,58,Female,Hortonport,Cash,32,4,6.7
6c388ff3-e9ef-4e75-a11c-9d219b54c9f9,08-04-2024,Realme Narzo 50,Realme,644.86,48,23593.15,32,Male,West William,Online,128,4,6.1
72f03d3c-6e0a-4b86-a79a-bd790354d02f,22-05-2024,Vivo V27,Vivo,457.28,75,23687.49,64,Other,Port Nicholasmouth,Cash,512,4,6.9
53745a72-1cf1-45ad-a544-8ac93d79a45d,02-02-2024,Y22 5G,Vivo,991.09,21,5891.46,49,Female,Katelynville,Cash,1024,8,5.5
5e339b16-4e17-4993-9d05-363aecdd04ca,15-05-2024,Realme GT Neo 3,Realme,1389.02,2,77386.68,38,Male,South Josephville,Credit Card,256,24,6.9
f390e720-a5e8-4631-8896-73ebe7eba12d,05-01-2024,Razr 2023,Motorola,1122.88,19,27842.88,57,Female,Lake Shaneburgh,Debit Card,16,18,6.9
aa4f7a70-e2eb-4297-80dc-9edb1dce47eb,25-06-2024,Galaxy Note 20 Ultra,Samsung,1224.24,13,2861.1,37,Female,East Kenneth,Online,16,12,6.1
fdf59c83-bd14-459c-a73d-1c17b86a5a94,13-01-2024,Reno8 Pro,Oppo,1317.86,84,8388.09,54,Female,Davisbury,Credit Card,64,12,5.5
95c142ba-0be8-4f2e-a059-35d977aa122f,08-03-2024,Galaxy S23 Ultra,Samsung,796.46,83,23200.8,44,Male,West Andrewborough,Cash,512,24,6.1
fa428d4b-c6e6-4892-a985-73db52035660,26-05-2024,Xperia 5 III,Sony,1148.23,85,34241.36,44,Female,Holmesmouth,Credit Card,32,24,6.4
62aef48a-e964-4990-b237-f605bd26a50a,02-01-2024,Realme GT Neo 3,Realme,609.77,98,22882.8,20,Other,Webbton,Cash,256,12,6.1
e50290db-1725-4255-9fb6-a5e7a4d02d74,23-01-2024,Reno8 Pro,Oppo,1252.52,77,61650.63,62,Female,Lake Douglasside,Credit Card,128,12,6.1
26af113d-1a08-4576-9a5e-f73fb4ccf307,17-01-2024,Poco X5 Pro,Xiaomi,1036.75,60,9777.44,59,Other,South Ericmouth,Online,32,8,6.1
53248dbf-0ce8-469f-8b78-2354a51af291,03-02-2024,Moto G Power,Motorola,848.45,20,49001.22,28,Male,Vasquezland,Debit Card,512,16,5.5
7c3f94c7-f8cd-496f-96b1-cb88a86a4efc,18-02-2024,iPhone SE (2022),Apple,130.8,82,55404.25,59,Other,Ianview,Online,1024,18,6.1
8401765e-c534-458a-a54d-2c30d6c82dc7,14-04-2024,Pixel 6a,Google,1083.43,81,47315.84,34,Female,Brooksfurt,Debit Card,128,4,5.5
d492f4b6-aa19-4b1c-84f9-393f47e21e6b,31-01-2024,Find X5,Oppo,323.28,16,43860.6,21,Other,Jeremyview,Credit Card,1024,16,6.7
b50ec0f2-2015-4e5a-9cb6-d9ef7c786f00,27-01-2024,OnePlus 10 Pro,OnePlus,1088.57,34,57562.77,20,Other,South David,Credit Card,64,24,6.4
13814056-0d13-4b0d-9f3a-4fdbe56970e8,24-02-2024,Mi 11,Xiaomi,604.9,84,9046.26,61,Male,South Rachelhaven,Cash,64,12,5.5
69b2c3b5-5f54-486b-a760-f7f107cc268b,09-02-2024,iPhone 14 Pro,Apple,283.19,59,7037.22,54,Male,Kimberlybury,Credit Card,16,16,6.7
be275e6f-2d88-4312-b505-9e45e1122e25,15-02-2024,Galaxy Z Flip5,Samsung,1371.75,57,13789.44,60,Male,Rubenton,Debit Card,1024,18,5.5
a9eca438-6092-42a7-8dcc-ed156122b875,30-01-2024,Y22 5G,Vivo,1100.35,36,13985.76,41,Female,Gardnerport,Online,512,24,5.5
ed375851-0745-4782-b208-7e4a575211a2,12-06-2024,Edge 40,Motorola,883.91,2,4085.54,36,Male,East Jenniferside,Credit Card,256,4,6.4
cbc1fe6c-aa9c-419f-8923-fa7545a09f2d,16-02-2024,Xperia 5 III,Sony,388.45,81,141411.84,25,Female,Lake Amanda,Debit Card,128,4,6.9
11b3a179-1654-4a20-a4d0-a7f4928228ce,01-07-2024,Mi 11,Xiaomi,958.9,63,10445.28,57,Female,Port April,Credit Card,32,18,6.9
75d025b3-f4e0-4634-af53-2498cae1e486,18-07-2024,Realme GT Neo 3,Realme,603.59,75,7232.88,32,Male,Wilsonland,Debit Card,512,18,5.5
1001e19b-6c41-44a6-9531-364bec0df41d,23-05-2024,Reno8 Pro,Oppo,299.33,90,12132.64,38,Male,Bruceside,Debit Card,512,12,6.1
39a53294-b087-4c9d-9e40-269a858c6f1c,11-06-2024,Vivo V27,Vivo,791.97,12,23809.47,28,Male,New Ryanbury,Online,64,4,6.7
0b52899f-7eb1-4765-bd8d-09fcb822ea2a,13-01-2024,Pixel 6a,Google,246.8,50,12452.65,37,Other,Nataliechester,Credit Card,1024,24,6.1
e90823db-15d9-4085-a915-eb670a753520,03-04-2024,Galaxy S21 FE,Samsung,309.99,62,51159.36,51,Male,Stevenville,Debit Card,16,16,6.1
6376cc08-360c-413d-b0c4-c3e7be554e4c,24-01-2024,OnePlus Nord 2T,OnePlus,723.04,99,37316.7,22,Female,Rileymouth,Online,16,24,5.5
c49a44ee-754b-4e61-9c39-fe097e17ee31,25-07-2024,Galaxy S21 FE,Samsung,1250.45,8,10665.6,29,Male,Donnachester,Credit Card,128,8,5.5
8267761e-d356-4f66-853b-2e88fb7bc293,12-03-2024,Pixel 8 Pro,Google,883.64,71,108035.82,20,Male,East Charlesview,Cash,64,8,5.5
d940a808-1599-4ca5-ac39-4b7f877e3617,11-04-2024,Pixel 8 Pro,Google,1047.17,19,7936.5,54,Other,South Jesus,Online,512,18,5.5
c954212a-ef67-49a5-b571-ab2795434d7e,27-06-2024,iPhone SE (2022),Apple,1446.33,10,1345.31,36,Female,South Nancyville,Cash,256,12,6.9
f8eb892d-5eee-4b32-8faf-bd99b10988d7,01-03-2024,Xperia 10 V,Sony,319.74,49,9379.68,37,Female,Randallland,Credit Card,64,8,5.5
a6b82704-11df-4078-997b-82a4be469444,05-02-2024,Moto G Power,Motorola,983.28,96,45512.55,50,Other,East Nancy,Online,128,4,6.9
3dd8bf17-bc97-47a7-b3c1-c5bfcd22ca2e,27-01-2024,Poco X5 Pro,Xiaomi,661.38,84,83295.45,62,Other,Jeremyhaven,Online,128,24,6.9
04290823-41d8-41cd-88df-ef9f2646df0d,24-06-2024,Xperia 1 IV,Sony,1195.38,19,25157,28,Other,South Patriciatown,Online,64,24,5.5
3949fd33-ae2e-4099-b7bb-ec0a8d0f5cc6,15-07-2024,Redmi K60,Xiaomi,1453.57,61,15346.38,48,Male,Websterland,Debit Card,128,18,6.4
994fe2b7-b2b1-462d-b210-389e4839312c,16-05-2024,Pixel 8 Pro,Google,1483.71,41,21633.5,52,Female,South Bradhaven,Cash,64,16,6.7
bca07c20-5f33-4f80-9b7c-e5c8cfea85d4,17-07-2024,Xperia 5 III,Sony,570.97,16,10176.04,38,Other,Lake Reneeview,Debit Card,32,18,6.1
a5efebcf-37a6-4ffc-81bc-46cf09be659c,08-06-2024,Razr 2023,Motorola,1210.29,13,16546.88,22,Other,Port Amandaview,Online,64,16,6.9
1dbb7cad-7195-494d-8105-fa1ad6627992,17-01-2024,Redmi K60,Xiaomi,687.46,53,5901.2,56,Female,Lopezmouth,Debit Card,1024,18,6.7
2bcc91eb-ec74-46c9-9b32-bdd72c2899f0,11-01-2024,Mi 11,Xiaomi,1030.8,17,18401.6,42,Other,Timothyville,Debit Card,64,18,6.4
07602482-1535-4857-b739-94bbfbbb2ef8,05-04-2024,Pixel 6a,Google,1285.42,91,16868.06,58,Other,Stacyborough,Credit Card,128,18,6.1
fd2b2d90-a36b-4081-b951-c57e73d4210f,11-02-2024,Realme GT Neo 3,Realme,1148.39,40,4905.84,61,Female,East Marcus,Debit Card,1024,16,6.1
aa4eddb8-b9a3-4f56-89f3-964b0d417867,02-07-2024,iPhone 13,Apple,281.55,88,12448.36,61,Female,East Brianmouth,Cash,128,16,6.9
d07abe20-338e-41db-834b-58178d558461,29-04-2024,Redmi K60,Xiaomi,644.01,50,8634.9,53,Female,Jasonchester,Debit Card,16,18,5.5
0c877dea-f64a-4f75-8ccf-4dc7b70ba576,09-04-2024,iPhone SE (2022),Apple,819.04,36,77838.75,52,Other,Lisashire,Online,16,8,6.4
913d0815-6e85-43a3-82e4-dc11ab6c9b51,02-06-2024,Xperia 1 IV,Sony,432.04,10,56299.05,35,Other,North Kevinchester,Debit Card,1024,12,6.9
0998bacb-99c0-4bed-9e3b-c44036db1add,07-06-2024,Pixel 7,Google,1460.33,65,47845.66,27,Female,Loganport,Credit Card,32,12,6.4
b68e27df-037f-4298-abd1-ca17754343fa,15-04-2024,X90 Pro,Vivo,154.06,28,78459.24,55,Male,New Peter,Debit Card,16,12,5.5
e9dffe4a-a5ed-4eb5-8f46-a40fc3296a41,13-05-2024,Galaxy S21 FE,Samsung,1070.26,55,5859.92,55,Other,East Lindsey,Cash,64,16,5.5
13ebb7aa-97d8-473f-8cb1-ed72c9a517c2,16-06-2024,OnePlus Nord 2T,OnePlus,601.41,92,37407.44,18,Male,Debraview,Credit Card,128,16,6.9
0f014686-70c9-4d07-b22d-6698ebe300ef,09-07-2024,X90 Pro,Vivo,855.95,25,23215.71,50,Male,Chavezmouth,Debit Card,16,8,5.5
46e654f0-15f7-4b65-a260-a62d42b93ee5,20-07-2024,Y22 5G,Vivo,364.45,94,54995.76,31,Female,South Markland,Debit Card,16,12,6.7
8138e608-1ab5-4a19-b1f2-9636fed509dc,03-02-2024,OnePlus 11,OnePlus,156.02,47,2215.82,61,Other,Port Johnbury,Online,32,12,6.1
c8e2c134-4cd4-409a-94b3-88ceb92499c9,11-03-2024,Find X5,Oppo,811.59,59,1243.23,40,Other,New Erikstad,Credit Card,1024,18,6.9
15e2798f-e227-4f4e-b061-b147a35b3f94,20-02-2024,OnePlus 10 Pro,OnePlus,1118.63,5,45773.52,46,Female,Rebeccachester,Online,1024,16,6.4
a6189201-53f2-4ff9-840c-f8eaaa812c96,26-04-2024,iPhone SE (2022),Apple,764.81,4,11199.36,35,Female,South Jasonland,Credit Card,512,12,6.7
ca860381-dbbe-46c7-b33f-0940ed47539c,02-04-2024,Realme Narzo 50,Realme,898.28,79,49230.39,42,Male,West Lisa,Cash,32,24,6.9
5162e904-aa16-4967-9471-d242b21d3246,17-04-2024,iPhone SE (2022),Apple,507.13,57,18721.2,47,Male,Rodriguezbury,Credit Card,64,8,5.5
4d845f59-aa2a-4c0e-af74-e33c99bd808d,17-07-2024,iPhone 15,Apple,404.89,46,31240.3,50,Female,Mauriceside,Credit Card,1024,24,5.5
ca6fc922-7283-4224-9451-925794198526,14-06-2024,Xperia 5 III,Sony,1018.82,25,81367.36,41,Female,Port Tami,Credit Card,128,24,5.5
32efcd0a-9382-4773-997d-d5f484be58a5,16-03-2024,Mi 11,Xiaomi,1231.35,34,50171.97,63,Female,West Tiffanyton,Cash,32,8,5.5
bc4eec39-1118-42b1-b3fc-4472d9debbd6,10-03-2024,Find X5,Oppo,165.06,49,51357,49,Male,Williamsberg,Cash,16,24,6.4
1e1240aa-d89c-4368-a537-563f3c6e2910,31-03-2024,Pixel 8 Pro,Google,170.43,9,12406.49,34,Other,Port Linda,Cash,128,12,6.7
525adf1e-5161-4617-8c08-05fb5f44acc5,11-02-2024,OnePlus 10 Pro,OnePlus,810.9,58,31039.47,50,Other,New Ryanshire,Online,128,16,6.1
07beae71-143c-49d6-9611-eef5c948596a,19-07-2024,A78 5G,Oppo,1060.85,53,21440.16,37,Female,Thomasmouth,Cash,16,8,6.4
33d32c98-aca7-4fbb-b543-2ec021f21032,07-01-2024,Moto G Power,Motorola,1409.14,4,12291.43,62,Other,Morganland,Credit Card,32,18,6.4
